profile_id,layer_index,base_idx,top_idx,base_height_m,top_height_m,base_height_agl_m,top_height_agl_m,base_pressure_hpa,top_pressure_hpa,base_temperature_c,top_temperature_c,depth_m,delta_t_c,mean_gradient_c_100m,position_type,embedded_gap_count,embedded_gap_depth_total_m,method
31004_20120211_0000_00,0,3,4,1420.9,1706.9,740.9000000000001,1026.9,853.0,824.0,-35.49999999999997,-32.29999999999998,286.0,3.1999999999999886,1.118881118881115,HE,0,0.0,gap_v3
31004_20120211_0000_00,1,6,7,2686.4,2826.9,2006.4,2146.9,700.0,718.0,-33.89999999999998,-33.099999999999966,140.5,0.8000000000000114,0.5693950177936024,HE,0,0.0,gap_v3
31004_20120218_0000_00,0,0,2,680.0,927.3,0.0,247.29999999999995,932.0,905.0,-20.899999999999977,-20.299999999999983,247.29999999999995,0.5999999999999943,0.24262029923170014,G,0,0.0,gap_v3
31004_20120209_0000_00,0,0,2,680.0,973.4,0.0,293.4,933.0,901.0,-34.099999999999966,-32.69999999999999,293.4,1.3999999999999773,0.47716428084525475,G,0,0.0,gap_v3
31004_20120209_0000_00,1,4,6,1507.9,2312.9,827.9000000000001,1632.9,845.0,766.0,-36.29999999999998,-30.09999999999997,805.0,6.2000000000000135,0.7701863354037284,HE,0,0.0,gap_v3
31004_20120217_0000_00,0,0,4,680.0,1687.8,0.0,1007.8,940.0,833.0,-23.49999999999997,-20.69999999999999,1007.8,2.799999999999983,0.27783290335383837,G,0,0.0,gap_v3
31004_20120217_0000_00,1,10,11,5220.7,5245.4,4540.7,4565.4,500.0,531.0,-38.89999999999998,-36.099999999999966,24.699999999999818,2.8000000000000114,11.336032388664098,HE,0,0.0,gap_v3
31004_20120207_0000_00,0,3,5,1813.8,2207.5,1133.8,1527.5,809.0,771.0,-26.899999999999977,-24.49999999999997,393.70000000000005,2.4000000000000057,0.6096012192024398,HE,0,0.0,gap_v3
31004_20120213_0000_00,0,0,2,680.0,1057.1,0.0,377.0999999999999,934.0,893.0,-28.49999999999997,-25.899999999999977,377.0999999999999,2.5999999999999943,0.6894722885176332,G,0,0.0,gap_v3
31004_20120213_0000_00,1,6,7,2754.3,2755.1,2074.3,2075.1,700.0,726.0,-28.09999999999997,-26.49999999999997,0.7999999999997272,1.5999999999999979,200.00000000006793,HE,0,0.0,gap_v3
31004_20120212_0000_00,0,0,2,680.0,964.1,0.0,284.1,933.0,902.0,-33.29999999999998,-30.09999999999997,284.1,3.2000000000000135,1.1263639563534014,G,0,0.0,gap_v3
31004_20120212_0000_00,1,4,5,1527.5,1786.0,847.5,1106.0,843.0,817.0,-31.899999999999977,-29.299999999999983,258.5,2.5999999999999943,1.0058027079303653,HE,0,0.0,gap_v3
31004_20120212_0000_00,2,6,8,1917.7,2559.9,1237.7,1879.9,804.0,743.0,-29.49999999999997,-28.09999999999997,642.2,1.4000000000000021,0.2180006228589228,HE,0,0.0,gap_v3
31004_20120214_0000_00,0,5,6,3093.1,3443.1,2413.1,2763.1,696.0,666.0,-30.899999999999977,-29.69999999999999,350.0,1.1999999999999886,0.3428571428571396,HE,0,0.0,gap_v3
31004_20120216_0000_00,0,2,4,1306.9,2045.9,626.9000000000001,1365.9,875.0,800.0,-27.899999999999977,-25.899999999999977,739.0,2.0,0.2706359945872801,HE,0,0.0,gap_v3
31004_20120216_0000_00,1,5,8,2581.1,3067.1,1901.1,2387.1,749.0,705.0,-26.299999999999983,-24.69999999999999,486.0,1.5999999999999943,0.3292181069958836,HE,0,0.0,gap_v3
31004_20120220_0000_00,0,0,3,680.0,962.9,0.0,282.9,937.0,906.0,-34.89999999999998,-29.299999999999983,282.9,5.599999999999994,1.9794980558501218,G,0,0.0,gap_v3
31004_20120220_0000_00,1,6,8,1831.2,2432.8,1151.2,1752.8000000000002,816.0,758.0,-32.099999999999966,-29.69999999999999,601.6000000000001,2.3999999999999773,0.39893617021276206,HE,0,0.0,gap_v3
31004_20120220_0000_00,2,12,13,5060.6,5249.7,4380.6,4569.7,500.0,529.0,-44.29999999999998,-41.69999999999999,189.09999999999945,2.5999999999999943,1.3749338974087795,HE,0,0.0,gap_v3
31004_20120219_0000_00,0,4,5,2301.6,2677.1,1621.6,1997.1,772.0,737.0,-32.69999999999999,-32.099999999999966,375.5,0.6000000000000227,0.1597869507323629,HE,0,0.0,gap_v3
31004_20120224_0000_00,0,0,2,680.0,972.5,0.0,292.5,936.0,904.0,-29.09999999999997,-22.09999999999997,292.5,7.0,2.393162393162393,G,0,0.0,gap_v3
31004_20120224_0000_00,1,4,5,2777.3,3007.6,2097.3,2327.6,700.0,705.0,-30.69999999999999,-30.299999999999983,230.29999999999973,0.4000000000000057,0.1736864958749484,HE,0,0.0,gap_v3
31004_20120226_0000_00,0,0,2,680.0,935.7,0.0,255.70000000000005,935.0,907.0,-32.89999999999998,-24.49999999999997,255.70000000000005,8.400000000000006,3.285099726241691,G,0,0.0,gap_v3
31004_20120226_0000_00,1,4,6,1673.6,1925.1,993.5999999999999,1245.1,830.0,805.0,-26.299999999999983,-25.69999999999999,251.5,0.5999999999999943,0.23856858846918264,HE,0,0.0,gap_v3
31004_20120226_0000_00,2,9,10,5090.6,5436.1,4410.6,4756.1,500.0,515.0,-42.89999999999998,-41.69999999999999,345.5,1.1999999999999886,0.34732272069464215,HE,0,0.0,gap_v3
31004_20120227_0000_00,0,0,1,680.0,957.6,0.0,277.6,924.0,894.0,-22.09999999999997,-21.299999999999983,277.6,0.7999999999999865,0.28818443804034094,G,0,0.0,gap_v3
31004_20120227_0000_00,1,3,4,2691.4,2825.1,2011.4,2145.1,700.0,712.0,-29.299999999999983,-28.49999999999997,133.69999999999982,0.8000000000000114,0.5983545250561051,HE,0,0.0,gap_v3
31004_20120221_0000_00,0,0,2,680.0,1152.2,0.0,472.20000000000005,932.0,881.0,-31.09999999999997,-27.899999999999977,472.20000000000005,3.199999999999992,0.6776789495976264,G,0,0.0,gap_v3
31004_20120229_0000_00,0,0,2,680.0,907.6,0.0,227.60000000000002,937.0,912.0,-30.899999999999977,-27.09999999999997,227.60000000000002,3.800000000000008,1.669595782073817,G,0,0.0,gap_v3
31004_20120229_0000_00,1,3,5,1374.4,2158.7,694.4000000000001,1478.6999999999998,850.0,784.0,-29.69999999999999,-28.49999999999997,784.2999999999997,1.200000000000017,0.15300267754685928,HE,0,0.0,gap_v3
31004_20120229_0000_00,2,9,10,5070.6,5235.4,4390.6,4555.4,500.0,530.0,-43.099999999999966,-40.49999999999997,164.79999999999927,2.5999999999999943,1.5776699029126249,HE,0,0.0,gap_v3
31004_20120228_0000_00,0,0,2,680.0,1021.9,0.0,341.9,928.0,891.0,-22.09999999999997,-20.09999999999997,341.9,2.0,0.584966364434045,G,0,0.0,gap_v3
31004_20120222_0000_00,0,0,3,680.0,1162.7,0.0,482.70000000000005,930.0,878.0,-27.299999999999983,-22.899999999999977,482.70000000000005,4.400000000000006,0.9115392583385137,G,0,0.0,gap_v3
31004_20120225_0000_00,0,0,2,680.0,906.8,0.0,226.79999999999995,940.0,915.0,-28.299999999999983,-26.299999999999983,226.79999999999995,2.0,0.8818342151675487,G,0,0.0,gap_v3
31004_20120301_0000_00,0,0,2,680.0,915.2,0.0,235.20000000000005,943.0,917.0,-32.89999999999998,-29.09999999999997,235.20000000000005,3.800000000000008,1.6156462585034044,G,0,0.0,gap_v3
31004_20120301_0000_00,1,4,5,1498.8,1843.5,818.8,1163.5,855.0,820.0,-30.69999999999999,-29.299999999999983,344.70000000000005,1.4000000000000057,0.4061502756019743,HE,0,0.0,gap_v3
31004_20120301_0000_00,2,8,9,5080.6,5369.7,4400.6,4689.7,500.0,524.0,-45.89999999999998,-44.29999999999998,289.09999999999945,1.5999999999999943,0.5534417156693177,HE,0,0.0,gap_v3
31004_20120302_0000_00,0,0,2,680.0,952.2,0.0,272.20000000000005,942.0,912.0,-31.899999999999977,-26.899999999999977,272.20000000000005,5.0,1.8368846436443789,G,0,0.0,gap_v3
31004_20120303_0000_00,0,0,2,680.0,1262.7,0.0,582.7,938.0,875.0,-24.49999999999997,-23.899999999999977,582.7,0.5999999999999943,0.1029689377037917,G,0,0.0,gap_v3
31004_20120304_0000_00,0,0,2,680.0,1065.6,0.0,385.5999999999999,936.0,894.0,-23.09999999999997,-21.49999999999997,385.5999999999999,1.5999999999999979,0.4149377593360991,G,0,0.0,gap_v3
31004_20120305_0000_00,0,0,2,680.0,945.0,0.0,265.0,935.0,906.0,-26.69999999999999,-20.69999999999999,265.0,6.0,2.2641509433962264,G,0,0.0,gap_v3
31004_20120305_0000_00,1,7,8,5060.6,5509.5,4380.6,4829.5,500.0,510.0,-45.099999999999966,-44.49999999999997,448.89999999999964,0.5999999999999943,0.13366005791935728,HE,0,0.0,gap_v3
31004_20120306_0000_00,0,0,3,680.0,1140.7,0.0,460.70000000000005,936.0,886.0,-30.299999999999983,-22.899999999999977,460.70000000000005,7.400000000000006,1.6062513566312144,G,0,0.0,gap_v3
31004_20120307_0000_00,0,0,2,680.0,1007.5,0.0,327.5,942.0,906.0,-29.69999999999999,-23.69999999999999,327.5,6.0,1.83206106870229,G,0,0.0,gap_v3
31004_20120307_0000_00,1,3,4,1425.4,1461.0,745.4000000000001,781.0,850.0,858.0,-27.299999999999983,-26.899999999999977,35.59999999999991,0.4000000000000057,1.1235955056179963,HE,0,0.0,gap_v3
31004_20120309_0000_00,0,0,2,680.0,933.3,0.0,253.29999999999995,944.0,916.0,-31.09999999999997,-23.49999999999997,253.29999999999995,7.599999999999998,3.000394788787998,G,0,0.0,gap_v3
31004_20120311_0000_00,0,5,6,3136.1,3368.8,2456.1,2688.8,693.0,673.0,-33.69999999999999,-31.69999999999999,232.70000000000027,2.0,0.8594757198109143,HE,0,0.0,gap_v3
31004_20120308_0000_00,0,0,2,680.0,924.4,0.0,244.39999999999998,943.0,916.0,-31.69999999999999,-23.69999999999999,244.39999999999998,8.0,3.273322422258593,G,0,0.0,gap_v3
31004_20120308_0000_00,1,5,6,2809.3,3010.6,2129.3,2330.6,700.0,710.0,-32.89999999999998,-32.29999999999998,201.29999999999973,0.5999999999999943,0.29806259314455796,HE,0,0.0,gap_v3
31004_20120313_0000_00,0,6,7,4960.5,5566.2,4280.5,4886.2,500.0,504.0,-48.69999999999999,-48.29999999999998,605.6999999999998,0.4000000000000057,0.0660392933795618,HE,0,0.0,gap_v3
31004_20120314_0000_00,0,0,2,680.0,946.4,0.0,266.4,930.0,901.0,-33.29999999999998,-31.69999999999999,266.4,1.5999999999999943,0.6006006006005985,G,0,0.0,gap_v3
31004_20120310_0000_00,0,3,4,1607.4,2219.7,927.4000000000001,1539.6999999999998,834.0,774.0,-23.69999999999999,-23.09999999999997,612.2999999999997,0.6000000000000192,0.09799118079373174,HE,0,0.0,gap_v3
31004_20120312_0000_00,0,2,3,1319.4,1328.5,639.4000000000001,648.5,850.0,857.0,-19.49999999999997,-19.09999999999997,9.099999999999909,0.40000000000000213,4.395604395604463,HE,0,0.0,gap_v3
31004_20120312_0000_00,1,6,7,5050.6,5510.8,4370.6,4830.8,500.0,505.0,-43.099999999999966,-42.49999999999997,460.1999999999998,0.5999999999999943,0.1303780964797902,HE,0,0.0,gap_v3
31004_20120315_0000_00,0,0,2,680.0,825.8,0.0,145.79999999999995,932.0,916.0,-32.89999999999998,-29.09999999999997,145.79999999999995,3.800000000000008,2.6063100137174273,G,0,0.0,gap_v3
31004_20120316_0000_00,0,0,1,680.0,780.6,0.0,100.60000000000002,938.0,925.0,-32.29999999999998,-31.69999999999999,100.60000000000002,0.5999999999999943,0.5964214711729564,G,0,0.0,gap_v3
31004_20120316_0000_00,1,6,7,4852.0,4910.5,4172.0,4230.5,558.0,500.0,-50.69999999999999,-47.49999999999997,58.5,3.200000000000017,5.4700854700854995,HE,0,0.0,gap_v3
31004_20120317_0000_00,0,0,2,680.0,1084.8,0.0,404.79999999999995,935.0,891.0,-32.69999999999999,-31.899999999999977,404.79999999999995,0.8000000000000114,0.19762845849802654,G,0,0.0,gap_v3
31004_20120317_0000_00,1,4,5,1996.6,2653.6,1316.6,1973.6,798.0,736.0,-35.69999999999999,-34.49999999999997,657.0,1.200000000000017,0.18264840182648662,HE,0,0.0,gap_v3
31004_20120317_0000_00,2,8,9,4980.5,5105.7,4300.5,4425.7,500.0,538.0,-47.49999999999997,-45.89999999999998,125.19999999999982,1.5999999999999943,1.2779552715654925,HE,0,0.0,gap_v3
31004_20120318_0000_00,0,0,2,680.0,972.5,0.0,292.5,936.0,904.0,-28.49999999999997,-24.49999999999997,292.5,4.0,1.3675213675213675,G,0,0.0,gap_v3
31004_20120318_0000_00,1,8,9,5090.6,5371.3,4410.6,4691.3,500.0,520.0,-43.89999999999998,-41.69999999999999,280.6999999999998,2.1999999999999886,0.7837548984681119,HE,0,0.0,gap_v3
31004_20120319_0000_00,0,0,2,680.0,999.0,0.0,319.0,940.0,905.0,-25.09999999999997,-20.09999999999997,319.0,5.0,1.567398119122257,G,0,0.0,gap_v3
31004_20120319_0000_00,1,5,6,2501.6,2707.5,1821.6,2027.5,754.0,735.0,-25.69999999999999,-25.09999999999997,205.9000000000001,0.6000000000000192,0.29140359397766824,HE,0,0.0,gap_v3
31004_20120320_0000_00,0,0,3,680.0,1366.4,0.0,686.4000000000001,932.0,850.0,-19.69999999999999,-16.099999999999966,686.4000000000001,3.6000000000000227,0.5244755244755277,G,0,0.0,gap_v3
31004_20120323_0000_00,0,5,6,5110.6,5156.2,4430.6,4476.2,500.0,531.0,-41.29999999999998,-38.49999999999997,45.599999999999454,2.8000000000000114,6.140350877193081,HE,0,0.0,gap_v3
31004_20120328_0000_00,0,10,11,5150.7,5527.0,4470.7,4847.0,500.0,505.0,-38.69999999999999,-38.29999999999998,376.3000000000002,0.4000000000000057,0.1062981663566318,HE,0,0.0,gap_v3
31004_20120327_0000_00,0,3,5,2630.0,3241.0,1950.0,2561.0,735.0,681.0,-23.899999999999977,-22.69999999999999,611.0,1.1999999999999886,0.19639934533551368,HE,0,0.0,gap_v3
31004_20120326_0000_00,0,5,6,5180.7,5265.7,4500.7,4585.7,500.0,520.0,-34.89999999999998,-32.89999999999998,85.0,2.0,2.3529411764705883,HE,0,0.0,gap_v3
31004_20120331_0000_00,0,0,1,680.0,803.5,0.0,123.5,941.0,925.0,-21.299999999999983,-20.49999999999997,123.5,0.8000000000000114,0.6477732793522359,G,0,0.0,gap_v3
31004_20120401_0000_00,0,0,1,680.0,759.6,0.0,79.60000000000002,935.0,925.0,-19.09999999999997,-17.899999999999977,79.60000000000002,1.1999999999999922,1.5075376884422007,G,0,0.0,gap_v3
31004_20120401_0000_00,1,6,7,2786.4,2897.5,2106.4,2217.5,700.0,714.0,-29.299999999999983,-28.899999999999977,111.09999999999991,0.4000000000000057,0.3600360036003655,HE,0,0.0,gap_v3
31004_20120325_0000_00,0,0,2,680.0,854.0,0.0,174.0,929.0,910.0,-19.299999999999983,-15.899999999999975,174.0,3.4000000000000075,1.9540229885057514,G,0,0.0,gap_v3
31004_20120330_0000_00,0,0,2,680.0,1017.8,0.0,337.79999999999995,939.0,902.0,-21.09999999999997,-19.69999999999999,337.79999999999995,1.3999999999999808,0.4144464179988102,G,0,0.0,gap_v3
31004_20120321_0000_00,0,0,2,680.0,808.3,0.0,128.29999999999995,926.0,912.0,-13.899999999999975,-10.699999999999989,128.29999999999995,3.199999999999987,2.4941543257988994,G,0,0.0,gap_v3
31004_20120409_0000_00,0,11,12,5210.7,5384.4,4530.7,4704.4,500.0,513.0,-35.69999999999999,-34.49999999999997,173.69999999999982,1.200000000000017,0.6908462867012195,HE,0,0.0,gap_v3
31004_20120403_0000_00,0,3,4,2149.4,2547.1,1469.4,1867.1,774.0,737.0,-25.69999999999999,-23.49999999999997,397.6999999999998,2.200000000000017,0.5531807895398587,HE,0,0.0,gap_v3
31004_20120403_0000_00,1,8,9,5110.6,5187.0,4430.6,4507.0,500.0,526.0,-34.89999999999998,-34.49999999999997,76.39999999999964,0.4000000000000057,0.5235602094240936,HE,0,0.0,gap_v3
31004_20120408_0000_00,0,0,1,680.0,892.1,0.0,212.10000000000002,924.0,901.0,-5.099999999999966,-4.699999999999989,212.10000000000002,0.39999999999997726,0.18859028760017785,G,0,0.0,gap_v3
31004_20120408_0000_00,1,9,10,5280.8,5303.0,4600.8,4623.0,500.0,518.0,-30.49999999999997,-28.899999999999977,22.199999999999818,1.5999999999999943,7.207207207207241,HE,0,0.0,gap_v3
31004_20120413_0000_00,0,6,7,5110.6,5305.2,4430.6,4625.2,500.0,510.0,-31.09999999999997,-29.899999999999977,194.59999999999945,1.1999999999999922,0.6166495375128446,HE,0,0.0,gap_v3
31004_20120406_0000_00,0,8,9,3764.6,4089.9,3084.6,3409.9,638.0,612.0,-25.899999999999977,-25.49999999999997,325.3000000000002,0.4000000000000057,0.12296341838303272,HE,0,0.0,gap_v3
31004_20120412_0000_00,0,2,3,2738.3,2767.7,2058.3,2087.7,700.0,714.0,-20.899999999999977,-19.899999999999977,29.399999999999636,1.0,3.401360544217729,HE,0,0.0,gap_v3
31004_20120410_0000_00,0,6,7,5160.7,5170.5,4480.7,4490.5,500.0,530.0,-41.29999999999998,-39.099999999999966,9.800000000000182,2.200000000000017,22.44897959183649,HE,0,0.0,gap_v3
31004_20120405_0000_00,0,0,1,680.0,761.6,0.0,81.60000000000002,935.0,925.0,-14.099999999999966,-13.5,81.60000000000002,0.5999999999999659,0.7352941176470168,G,0,0.0,gap_v3
31004_20120405_0000_00,1,5,7,2774.8,2987.7,2094.8,2307.7,725.0,706.0,-24.299999999999983,-23.899999999999977,212.89999999999964,0.4000000000000057,0.18788163457022375,HE,0,0.0,gap_v3
31004_20120416_0000_00,0,3,4,2120.8,2248.8,1440.8000000000002,1568.8000000000002,770.0,758.0,-13.699999999999989,-12.899999999999975,128.0,0.8000000000000131,0.6250000000000102,HE,0,0.0,gap_v3
31004_20120420_0000_00,0,0,1,680.0,845.8,0.0,165.79999999999995,923.0,905.0,6.800000000000011,9.400000000000034,165.79999999999995,2.6000000000000227,1.5681544028950685,G,0,0.0,gap_v3
31004_20120426_0000_00,0,2,3,2110.7,2355.6,1430.6999999999998,1675.6,776.0,753.0,-15.5,-13.5,244.9000000000001,2.0,0.8166598611678233,HE,0,0.0,gap_v3
31004_20120424_0000_00,0,0,1,680.0,913.3,0.0,233.29999999999995,914.0,889.0,0.2000000000000454,4.0,233.29999999999995,3.7999999999999545,1.6288041148735342,G,0,0.0,gap_v3
31004_20120424_0000_00,1,3,4,1456.0,1707.8,776.0,1027.8,833.0,808.0,0.8000000000000114,1.400000000000034,251.79999999999995,0.6000000000000227,0.23828435266085102,HE,0,0.0,gap_v3
31004_20120427_0000_00,0,0,1,680.0,855.1,0.0,175.10000000000002,923.0,904.0,-7.5,-7.099999999999966,175.10000000000002,0.4000000000000341,0.22844089091949404,G,0,0.0,gap_v3
31004_20120427_0000_00,1,4,5,1657.0,2004.5,977.0,1324.5,821.0,787.0,-14.299999999999956,-13.099999999999966,347.5,1.1999999999999904,0.3453237410071915,HE,0,0.0,gap_v3
31004_20120428_0000_00,0,6,7,4775.5,4941.9,4095.5,4261.9,557.0,545.0,-20.09999999999997,-19.49999999999997,166.39999999999964,0.5999999999999979,0.3605769230769226,HE,0,0.0,gap_v3
31004_20120429_0000_00,0,3,4,2197.0,2562.4,1517.0,1882.4,772.0,738.0,-11.899999999999975,-10.299999999999956,365.4000000000001,1.6000000000000192,0.43787629994527066,HE,0,0.0,gap_v3
31004_20120425_0000_00,0,2,3,2006.1,2291.2,1326.1,1611.1999999999998,786.0,759.0,-15.699999999999989,-13.099999999999966,285.0999999999999,2.6000000000000227,0.9119607155384158,HE,0,0.0,gap_v3
31004_20120425_0000_00,1,5,7,3741.7,4056.9,3061.7,3376.9,633.0,608.0,-19.49999999999997,-17.899999999999977,315.2000000000003,1.5999999999999943,0.5076142131979673,HE,0,0.0,gap_v3
31004_20120501_0000_00,0,3,4,2888.9,2894.4,2208.9,2214.4,714.0,700.0,-17.899999999999977,-16.899999999999977,5.5,1.0,18.181818181818183,HE,0,0.0,gap_v3
31004_20120501_0000_00,1,5,6,3013.2,3104.6,2333.2,2424.6,703.0,695.0,-17.69999999999999,-15.699999999999989,91.40000000000009,2.0,2.1881838074398225,HE,0,0.0,gap_v3
31004_20120502_0000_00,0,7,8,4574.7,4944.4,3894.7,4264.4,573.0,546.0,-27.09999999999997,-26.09999999999997,369.6999999999998,1.0,0.2704895861509333,HE,0,0.0,gap_v3
31004_20120504_0000_00,0,8,9,3601.1,3807.1,2921.1,3127.1,657.0,640.0,-16.69999999999999,-16.099999999999966,206.0,0.6000000000000227,0.2912621359223411,HE,0,0.0,gap_v3
31004_20120506_0000_00,0,2,3,1313.1,1438.3,633.0999999999999,758.3,866.0,850.0,0.2000000000000454,1.2000000000000457,125.20000000000005,1.0000000000000002,0.7987220447284344,HE,0,0.0,gap_v3
31004_20120509_0000_00,0,5,6,3135.7,3390.8,2455.7,2710.8,696.0,674.0,-7.099999999999966,-6.2999999999999545,255.10000000000036,0.8000000000000114,0.31360250882007457,HE,0,0.0,gap_v3
31004_20120507_0000_00,0,4,5,2268.8,2655.9,1588.8000000000002,1975.9,771.0,735.0,-3.5,-2.2999999999999545,387.0999999999999,1.2000000000000455,0.3099974166882061,HE,0,0.0,gap_v3
31004_20120508_0000_00,0,4,7,2675.5,3010.4,1995.5,2330.4,734.0,704.0,-5.699999999999989,-1.8999999999999773,334.9000000000001,3.8000000000000114,1.1346670647954644,HE,0,0.0,gap_v3
31004_20120513_0000_00,0,2,3,1386.4,1763.2,706.4000000000001,1083.2,850.0,814.0,7.0,7.400000000000034,376.79999999999995,0.4000000000000341,0.10615711252654834,HE,0,0.0,gap_v3
31004_20120513_0000_00,1,5,6,1998.4,2102.4,1318.4,1422.4,791.0,781.0,5.800000000000011,7.400000000000034,104.0,1.6000000000000227,1.5384615384615603,HE,0,0.0,gap_v3
31004_20120514_0000_00,0,3,6,1363.5,1778.4,683.5,1098.4,858.0,816.0,1.400000000000034,2.6000000000000227,414.9000000000001,1.1999999999999886,0.28922631959508033,HE,0,0.0,gap_v3
31004_20120517_0000_00,0,6,7,4361.2,4808.7,3681.2,4128.7,584.0,551.0,-19.09999999999997,-18.49999999999997,447.5,0.5999999999999979,0.13407821229050232,HE,0,0.0,gap_v3
31004_20120523_0000_00,0,1,2,1083.3,1293.4,403.29999999999995,613.4000000000001,874.0,850.0,4.0,4.400000000000034,210.10000000000014,0.4000000000000341,0.19038553069968295,HE,0,0.0,gap_v3
31004_20120515_0000_00,0,3,4,1307.7,1392.3,627.7,712.3,861.0,850.0,2.6000000000000227,3.200000000000045,84.59999999999991,0.6000000000000223,0.7092198581560555,HE,0,0.0,gap_v3
31004_20120515_0000_00,1,10,11,5511.0,5571.8,4831.0,4891.8,500.0,502.0,-21.69999999999999,-21.299999999999983,60.80000000000018,0.4000000000000057,0.6578947368421126,HE,0,0.0,gap_v3
31004_20120516_0000_00,0,5,6,2308.4,2516.4,1628.4,1836.4,750.0,731.0,-2.2999999999999545,-1.5,208.0,0.7999999999999545,0.38461538461536277,HE,0,0.0,gap_v3
31004_20120519_0000_00,0,3,5,2594.9,2916.8,1914.9,2236.8,739.0,710.0,-14.5,-12.5,321.9000000000001,2.0,0.6213109661385522,HE,0,0.0,gap_v3
31004_20120519_0000_00,1,6,7,3801.6,4166.5,3121.6,3486.5,635.0,606.0,-14.899999999999975,-12.899999999999975,364.9000000000001,2.0,0.5480953685941352,HE,0,0.0,gap_v3
31004_20120531_0000_00,0,6,7,4038.5,4164.7,3358.5,3484.7,622.0,612.0,-6.899999999999977,-6.099999999999966,126.19999999999982,0.8000000000000114,0.6339144215531003,HE,0,0.0,gap_v3
31004_20120601_0000_00,0,2,3,1205.2,1405.6,525.2,725.5999999999999,882.0,861.0,16.600000000000023,17.200000000000045,200.39999999999986,0.6000000000000227,0.299401197604802,HE,0,0.0,gap_v3
31004_20120608_0000_00,0,5,6,4830.9,5027.5,4150.9,4347.5,550.0,536.0,-12.899999999999975,-11.299999999999956,196.60000000000036,1.6000000000000192,0.813835198372338,HE,0,0.0,gap_v3
31004_20120529_0000_00,0,0,1,680.0,743.3,0.0,63.299999999999955,935.0,928.0,17.200000000000045,18.0,63.299999999999955,0.7999999999999545,1.263823064770861,G,0,0.0,gap_v3
31004_20120610_0000_00,0,2,4,1152.2,1716.9,472.20000000000005,1036.9,881.0,823.0,8.0,9.600000000000025,564.7,1.6000000000000245,0.28333628475297046,HE,0,0.0,gap_v3
31004_20120612_0000_00,0,6,7,3724.0,3921.8,3044.0,3241.8,642.0,626.0,-5.5,-5.099999999999966,197.80000000000018,0.4000000000000341,0.2022244691607855,HE,0,0.0,gap_v3
31004_20120621_0000_00,0,7,8,3504.7,3686.4,2824.7,3006.4,658.0,643.0,-0.8999999999999773,0.8000000000000114,181.70000000000027,1.6999999999999886,0.9356081452944337,HE,0,0.0,gap_v3
31004_20120621_0000_00,1,11,12,4827.7,4980.5,4147.7,4300.5,555.0,544.0,-6.899999999999977,-5.899999999999977,152.80000000000018,1.0,0.6544502617801039,HE,0,0.0,gap_v3
31004_20120616_0000_00,0,0,2,680.0,816.8,0.0,136.79999999999995,931.0,916.0,19.400000000000038,20.600000000000023,136.79999999999995,1.199999999999985,0.8771929824561298,G,0,0.0,gap_v3
31004_20120614_0000_00,0,2,3,991.7,1217.5,311.70000000000005,537.5,900.0,876.0,17.600000000000023,18.0,225.79999999999995,0.39999999999997726,0.17714791851194744,HE,0,0.0,gap_v3
31004_20120623_0000_00,0,4,7,2592.6,3084.5,1912.6,2404.5,740.0,696.0,-3.899999999999977,-1.6999999999999886,491.9000000000001,2.199999999999988,0.4472453750762325,HE,1,3.5,gap_v3
31004_20120623_0000_00,1,9,10,4149.3,4330.0,3469.3,3650.0,608.0,594.0,-5.5,-4.899999999999977,180.69999999999982,0.6000000000000227,0.33204205866077663,HE,0,0.0,gap_v3
31004_20120618_0000_00,0,2,4,1061.7,1320.9,381.70000000000005,640.9000000000001,882.0,855.0,17.80000000000001,19.0,259.20000000000005,1.1999999999999886,0.46296296296295847,HE,0,0.0,gap_v3
31004_20120622_0000_00,0,1,2,1865.5,2237.2,1185.5,1557.1999999999998,810.0,774.0,0.0,2.6000000000000227,371.6999999999998,2.6000000000000227,0.6994888350820618,HE,0,0.0,gap_v3
31004_20120625_0000_00,0,3,4,1113.9,1446.4,433.9000000000001,766.4000000000001,886.0,850.0,8.0,11.0,332.5,3.0,0.9022556390977443,HE,0,0.0,gap_v3
31004_20120625_0000_00,1,6,7,2302.3,2376.8,1622.3000000000002,1696.8000000000002,767.0,760.0,8.400000000000034,9.400000000000034,74.5,1.0,1.342281879194631,HE,0,0.0,gap_v3
31004_20120624_0000_00,0,5,6,2996.2,3023.4,2316.2,2343.4,706.0,700.0,-2.6999999999999886,-2.2999999999999545,27.200000000000273,0.4000000000000341,1.4705882352942283,HE,0,0.0,gap_v3
31004_20120624_0000_00,1,9,11,3567.4,3897.1,2887.4,3217.1,657.0,630.0,-4.099999999999966,-2.099999999999966,329.6999999999998,2.0,0.6066120715802248,HE,0,0.0,gap_v3
31004_20120626_0000_00,0,0,2,680.0,890.8,0.0,210.79999999999995,930.0,907.0,17.0,18.200000000000045,210.79999999999995,1.2000000000000455,0.5692599620493576,G,0,0.0,gap_v3
31004_20120702_0000_00,0,0,2,680.0,1067.3,0.0,387.29999999999995,932.0,890.0,14.800000000000011,16.0,387.29999999999995,1.1999999999999886,0.30983733539891267,G,0,0.0,gap_v3
31004_20120702_0000_00,1,6,8,2826.9,3076.0,2146.9,2396.0,718.0,696.0,1.8000000000000114,3.200000000000045,249.0999999999999,1.4000000000000337,0.562023283821772,HE,0,0.0,gap_v3
