profile_id,n_inversion_layers,has_G,has_E,has_HE,lowest_layer_index,strongest_layer_index,lowest_base_agl_m,lowest_top_agl_m,lowest_delta_t_c,strongest_delta_t_c,strongest_depth_m,pattern
31004_20120810_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120811_1200_12,1,True,False,False,0,0,0.0,313.4,0.8000000000000114,0.8000000000000114,313.4,G
31004_20120812_1200_12,1,True,False,False,0,0,11.600000000000023,484.9000000000001,2.0,2.0,473.30000000000007,G
31004_20120824_1200_12,1,True,False,False,0,0,0.0,275.20000000000005,2.3999999999999773,2.3999999999999773,275.20000000000005,G
31004_20120821_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120816_1200_12,1,True,False,False,0,0,0.0,222.20000000000005,0.8000000000000114,0.8000000000000114,222.20000000000005,G
31004_20120817_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120813_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120814_1200_12,1,False,False,True,0,0,2858.0,3029.2,0.8000000000000114,0.8000000000000114,171.19999999999982,HE
31004_20120819_1200_12,1,True,False,False,0,0,0.0,266.4,1.399999999999979,1.399999999999979,266.4,G
31004_20120822_1200_12,1,True,False,False,0,0,0.0,230.79999999999995,2.3999999999999773,2.3999999999999773,230.79999999999995,G
31004_20120823_1200_12,1,True,False,False,0,0,0.0,174.89999999999998,0.6000000000000245,0.6000000000000245,174.89999999999998,G
31004_20120826_1200_12,1,True,False,False,0,0,0.0,172.89999999999998,3.199999999999989,3.199999999999989,172.89999999999998,G
31004_20120815_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120825_1200_12,1,False,False,True,0,0,3599.0,3730.0,0.8000000000000114,0.8000000000000114,131.0,HE
31004_20120820_1200_12,1,True,False,False,0,0,27.600000000000023,164.89999999999998,0.7999999999999545,0.7999999999999545,137.29999999999995,G
31004_20120818_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120828_1200_12,1,False,False,True,0,0,2163.3,2705.4,1.0,1.0,542.0999999999999,HE
31004_20120829_1200_12,2,True,False,True,0,0,0.0,146.20000000000005,4.0,4.0,146.20000000000005,G+HE
31004_20120827_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120901_1200_12,1,True,False,False,0,0,0.0,225.79999999999995,4.599999999999966,4.599999999999966,225.79999999999995,G
31004_20120903_1200_12,1,True,False,False,0,0,0.0,263.6,5.6000000000000245,5.6000000000000245,263.6,G
31004_20120831_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120904_1200_12,1,True,False,False,0,0,0.0,219.29999999999995,6.0,6.0,219.29999999999995,G
31004_20120907_1200_12,1,True,False,False,0,0,0.0,338.9,3.599999999999966,3.599999999999966,338.9,G
31004_20120830_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120908_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120905_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120902_1200_12,1,True,False,False,0,0,0.0,290.29999999999995,5.0,5.0,290.29999999999995,G
31004_20120906_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120909_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120910_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120911_1200_12,1,True,False,False,0,0,0.0,263.9,2.1999999999999886,2.1999999999999886,263.9,G
31004_20120915_1200_12,1,False,False,True,0,0,2195.1,2653.5,1.1999999999999886,1.1999999999999886,458.4000000000001,HE
31004_20120912_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120917_1200_12,1,True,False,False,0,0,0.0,311.0,5.400000000000032,5.400000000000032,311.0,G
31004_20120919_1200_12,1,True,False,False,0,0,0.0,332.20000000000005,6.800000000000011,6.800000000000011,332.20000000000005,G
31004_20120913_1200_12,1,True,False,False,0,0,0.0,210.5,2.400000000000034,2.400000000000034,210.5,G
31004_20120916_1200_12,1,True,False,False,0,0,0.0,128.5,0.8000000000000114,0.8000000000000114,128.5,G
31004_20120922_1200_12,1,True,False,False,0,0,0.0,272.20000000000005,4.399999999999977,4.399999999999977,272.20000000000005,G
31004_20120914_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120918_1200_12,1,True,False,False,0,0,0.0,433.4000000000001,3.0,3.0,433.4000000000001,G
31004_20120920_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120923_1200_12,1,True,False,False,0,0,0.0,272.5,4.199999999999989,4.199999999999989,272.5,G
31004_20120921_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120924_1200_12,1,True,False,False,0,0,0.0,209.79999999999995,4.600000000000021,4.600000000000021,209.79999999999995,G
31004_20120929_1200_12,1,True,False,False,0,0,0.0,238.60000000000002,2.1999999999999886,2.1999999999999886,238.60000000000002,G
31004_20120925_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120926_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120927_1200_12,1,True,False,False,0,0,0.0,115.60000000000002,0.30000000000001126,0.30000000000001126,115.60000000000002,G
31004_20121004_1200_12,2,False,False,True,0,1,2264.4,2271.1,0.7999999999999563,1.4000000000000057,77.20000000000073,MULTI
31004_20120930_1200_12,1,False,False,True,0,0,3554.6000000000004,3816.0,0.5999999999999943,0.5999999999999943,261.39999999999964,HE
31004_20121003_1200_12,0,False,False,False,,,,,,,,NONE
31004_20120928_1200_12,2,True,False,True,0,0,0.0,208.89999999999998,2.4999999999999996,2.4999999999999996,208.89999999999998,G+HE
31004_20121002_1200_12,1,True,False,False,0,0,0.0,265.29999999999995,2.8000000000000114,2.8000000000000114,265.29999999999995,G
31004_20121001_1200_12,0,False,False,False,,,,,,,,NONE
31004_20121005_1200_12,0,False,False,False,,,,,,,,NONE
31004_20121007_1200_12,4,True,False,True,0,0,0.0,431.0999999999999,3.0,3.0,431.0999999999999,MULTI
31004_20121006_1200_12,1,False,False,True,0,0,3035.0,3267.1,0.4000000000000057,0.4000000000000057,232.0999999999999,HE
31004_20121019_1200_12,1,False,False,True,0,0,1334.5,1843.0,4.0,4.0,508.5,HE
31004_20121008_1200_12,2,False,False,True,0,1,1426.8000000000002,1688.9,0.39999999999997726,2.800000000000013,124.80000000000018,MULTI
31004_20121011_1200_12,0,False,False,False,,,,,,,,NONE
31004_20121014_1200_12,2,False,False,True,0,0,846.0,2070.2,4.3999999999999755,4.3999999999999755,1224.1999999999998,MULTI
31004_20121021_1200_12,2,True,False,True,0,0,0.0,200.20000000000005,4.800000000000011,4.800000000000011,200.20000000000005,G+HE
31004_20121020_1200_12,2,False,False,True,0,0,1022.3,2176.4,8.199999999999989,8.199999999999989,1154.1000000000001,MULTI
31004_20121013_1200_12,2,False,False,True,0,0,776.7,1278.6,3.400000000000034,3.400000000000034,501.89999999999986,MULTI
31004_20121016_1200_12,1,False,False,True,0,0,1431.6999999999998,1684.1999999999998,4.0,4.0,252.5,HE
31004_20121018_1200_12,2,False,False,True,0,0,627.3,1429.0,3.6000000000000245,3.6000000000000245,801.7,MULTI
31004_20121012_1200_12,1,False,False,True,0,0,1019.7,1288.7,1.5999999999999677,1.5999999999999677,269.0,HE
31004_20121015_1200_12,1,False,False,True,0,0,1186.2,1534.1999999999998,2.3999999999999755,2.3999999999999755,347.9999999999998,HE
31004_20121017_1200_12,1,False,False,True,0,0,1178.6,1966.3000000000002,3.6000000000000227,3.6000000000000227,787.7000000000003,HE
31004_20121010_1200_12,1,False,False,True,0,0,1654.1999999999998,2144.3,1.0,1.0,490.10000000000036,HE
31004_20121009_1200_12,1,False,False,True,0,0,1431.6999999999998,1662.9,0.5999999999999677,0.5999999999999677,231.20000000000027,HE
31004_20121022_1200_12,2,True,False,True,0,0,0.0,239.10000000000002,11.199999999999989,11.199999999999989,239.10000000000002,G+HE
31004_20121023_1200_12,1,True,False,False,0,0,0.0,230.79999999999995,3.6000000000000227,3.6000000000000227,230.79999999999995,G
31004_20121029_1200_12,2,True,False,True,0,0,0.0,346.4000000000001,6.800000000000011,6.800000000000011,346.4000000000001,G+HE
31004_20121025_1200_12,1,False,False,True,0,0,3414.3,3764.7,1.1999999999999886,1.1999999999999886,350.39999999999964,HE
31004_20121027_1200_12,1,False,False,True,0,0,918.0999999999999,1649.4,0.5999999999999979,0.5999999999999979,731.3000000000002,HE
31004_20121024_1200_12,0,False,False,False,,,,,,,,NONE
31004_20121030_1200_12,3,True,False,True,0,0,0.0,726.4000000000001,7.600000000000019,7.600000000000019,726.4000000000001,MULTI
31004_20121026_1200_12,1,False,False,True,0,0,2472.6,2704.2,1.0,1.0,231.5999999999999,HE
31004_20121028_1200_12,2,False,False,True,0,0,886.8,1113.5,1.0,1.0,226.70000000000005,MULTI
31004_20121102_1200_12,2,True,False,True,0,0,0.0,179.5,1.7999999999999563,1.7999999999999563,179.5,G+HE
31004_20121103_1200_12,1,False,False,True,0,0,562.4000000000001,909.3,5.399999999999977,5.399999999999977,346.89999999999986,HE
31004_20121101_1200_12,2,False,True,True,0,1,190.39999999999998,582.0,2.0,2.599999999999966,452.6999999999998,E+HE
31004_20121031_1200_12,2,True,False,True,0,0,0.0,238.0,5.400000000000034,5.400000000000034,238.0,G+HE
31004_20121104_1200_12,1,True,False,False,0,0,0.0,411.9000000000001,1.0,1.0,411.9000000000001,G
31004_20121105_1200_12,1,False,False,True,0,0,3477.6000000000004,3869.1000000000004,1.0,1.0,391.5,HE
31004_20121106_1200_12,2,True,False,True,0,1,0.0,89.60000000000002,0.6000000000000227,1.1999999999999869,570.9000000000001,G+HE
31004_20121107_1200_12,1,False,True,False,0,0,131.60000000000002,820.5999999999999,3.0,3.0,688.9999999999999,E
31004_20121110_1200_12,1,False,False,True,0,0,400.79999999999995,797.3,1.6000000000000227,1.6000000000000227,396.5,HE
31004_20121111_1200_12,1,True,False,False,0,0,0.0,1101.1,9.400000000000006,9.400000000000006,1101.1,G
31004_20121112_1200_12,2,True,False,True,0,1,0.0,121.60000000000002,0.5999999999999943,11.600000000000021,1251.3000000000002,G+HE
31004_20121109_1200_12,2,True,False,True,0,0,0.0,325.4,5.80000000000001,5.80000000000001,325.4,G+HE
31004_20121108_1200_12,1,True,False,False,0,0,0.0,1362.8,12.0,12.0,1362.8,G
31004_20121114_1200_12,1,True,False,False,0,0,0.0,1660.9,6.199999999999994,6.199999999999994,1660.9,G
31004_20121115_1200_12,1,False,False,True,0,0,1359.3,1716.1999999999998,1.4000000000000057,1.4000000000000057,356.89999999999986,HE
31004_20121113_1200_12,2,True,False,True,0,0,0.0,745.4000000000001,12.400000000000032,12.400000000000032,745.4000000000001,G+HE
31004_20121116_1200_12,1,False,False,True,0,0,644.9000000000001,1364.0,1.0,1.0,719.0999999999999,HE
31004_20121117_1200_12,1,False,False,True,0,0,1658.0,2071.4,0.5999999999999979,0.5999999999999979,413.4000000000001,HE
31004_20121118_1200_12,1,True,False,False,0,0,0.0,674.5999999999999,6.399999999999981,6.399999999999981,674.5999999999999,G
31004_20121120_1200_12,1,True,False,False,0,0,0.0,435.29999999999995,1.6000000000000192,1.6000000000000192,435.29999999999995,G
31004_20121119_1200_12,1,True,False,False,0,0,0.0,407.4000000000001,3.4000000000000075,3.4000000000000075,407.4000000000001,G
31004_20121124_1200_12,1,True,False,False,0,0,0.0,427.79999999999995,3.5999999999999943,3.5999999999999943,427.79999999999995,G
31004_20121123_1200_12,1,True,False,False,0,0,0.0,258.29999999999995,4.800000000000011,4.800000000000011,258.29999999999995,G
31004_20121125_1200_12,1,True,False,False,0,0,0.0,238.60000000000002,3.0,3.0,238.60000000000002,G
31004_20121127_1200_12,2,True,False,True,0,0,4.600000000000023,323.79999999999995,3.0,3.0,319.19999999999993,G+HE
31004_20121122_1200_12,2,True,False,True,0,0,0.0,454.79999999999995,5.199999999999992,5.199999999999992,454.79999999999995,G+HE
31004_20121126_1200_12,2,True,False,True,0,0,0.0,438.20000000000005,3.800000000000008,3.800000000000008,438.20000000000005,G+HE
31004_20121121_1200_12,2,True,False,True,0,0,0.0,191.39999999999998,5.599999999999994,5.599999999999994,191.39999999999998,G+HE
31004_20121130_1200_12,1,False,False,True,0,0,662.3,693.2,0.4000000000000057,0.4000000000000057,30.90000000000009,HE
31004_20121128_1200_12,1,False,False,True,0,0,1293.4,2046.6,2.0,2.0,753.1999999999998,HE
31004_20121201_1200_12,1,False,False,True,0,0,408.29999999999995,642.3,2.8000000000000114,2.8000000000000114,234.0,HE
31004_20121129_1200_12,2,True,False,True,0,0,0.0,276.1,2.800000000000008,2.800000000000008,276.1,G+HE
31004_20121202_1200_12,3,True,False,True,0,0,0.0,709.4000000000001,6.400000000000006,6.400000000000006,709.4000000000001,MULTI
31004_20121205_1200_12,1,False,False,True,0,0,622.8,1724.8000000000002,10.799999999999983,10.799999999999983,1102.0000000000002,HE
31004_20121214_1200_12,2,True,False,True,0,1,0.0,740.4000000000001,1.0,4.399999999999981,241.5999999999999,G+HE
31004_20121208_1200_12,1,True,False,False,0,0,0.0,1350.5,16.39999999999998,16.39999999999998,1350.5,G
31004_20121216_1200_12,1,False,False,True,0,0,955.0,2046.4,1.799999999999983,1.799999999999983,1091.4,HE
31004_20121209_1200_12,2,True,False,True,0,0,0.0,1353.6,15.599999999999994,15.599999999999994,1353.6,G+HE
31004_20121215_1200_12,3,True,False,True,0,0,0.0,741.4000000000001,3.0,3.0,741.4000000000001,MULTI
31004_20121212_1200_12,2,True,False,True,0,0,0.0,1418.1,13.599999999999994,13.599999999999994,1418.1,G+HE
31004_20121213_1200_12,3,True,False,True,0,1,0.0,162.60000000000002,2.1999999999999886,7.199999999999989,341.5,MULTI
31004_20121210_1200_12,1,True,False,False,0,0,0.0,1086.3,21.19999999999999,21.19999999999999,1086.3,G
31004_20121211_1200_12,2,True,False,True,0,0,0.0,1278.6,18.19999999999999,18.19999999999999,1278.6,G+HE
31004_20121207_1200_12,2,True,False,True,0,1,0.0,116.0,1.5999999999999943,17.400000000000034,467.39999999999986,G+HE
31004_20121204_1200_12,1,True,False,False,0,0,0.0,701.4000000000001,7.599999999999994,7.599999999999994,701.4000000000001,G
31004_20121203_1200_12,2,True,False,True,0,0,0.0,1083.4,7.599999999999994,7.599999999999994,1083.4,G+HE
31004_20121206_1200_12,1,False,False,True,0,0,570.5999999999999,1144.8,17.99999999999997,17.99999999999997,574.2,HE
31004_20121225_1200_12,2,False,False,True,0,0,785.3,1541.3000000000002,2.4000000000000057,2.4000000000000057,756.0000000000002,MULTI
31004_20121218_1200_12,3,False,False,True,0,0,809.2,1036.9,2.5999999999999943,2.5999999999999943,227.70000000000005,MULTI
31004_20121223_1200_12,1,True,False,False,0,0,0.0,285.4,2.0,2.0,285.4,G
31004_20121220_1200_12,1,False,False,True,0,0,1944.8000000000002,2940.3,1.1999999999999886,1.1999999999999886,995.5,HE
31004_20121217_1200_12,2,False,False,True,0,0,892.7,1181.5,4.599999999999994,4.599999999999994,288.79999999999995,MULTI
31004_20121219_1200_12,0,False,False,False,,,,,,,,NONE
31004_20121222_1200_12,1,False,False,True,0,0,2969.8,3329.7,0.8000000000000114,0.8000000000000114,359.89999999999964,HE
31004_20121221_1200_12,2,False,False,True,0,1,2047.3000000000002,2140.2,0.4000000000000057,2.5999999999999943,127.60000000000036,MULTI
31004_20121224_1200_12,2,True,False,True,0,0,0.0,217.60000000000002,3.6000000000000227,3.6000000000000227,217.60000000000002,G+HE
31004_20121229_1200_12,2,True,False,True,0,1,0.0,253.79999999999995,4.799999999999983,7.0,638.6000000000001,G+HE
31004_20121228_1200_12,2,True,False,True,0,1,0.0,126.29999999999995,2.4000000000000057,6.199999999999989,401.29999999999995,G+HE
31004_20121227_1200_12,1,False,False,True,0,0,757.0,1397.4,9.800000000000011,9.800000000000011,640.4000000000001,HE
31004_20121226_1200_12,2,False,False,True,0,0,566.0999999999999,1834.4,10.200000000000017,10.200000000000017,1268.3000000000002,MULTI
31004_20121230_1200_12,2,True,False,True,0,0,0.0,1325.4,11.200000000000014,11.200000000000014,1325.4,G+HE
31004_20121231_1200_12,1,True,False,False,0,0,0.0,1186.2,10.599999999999994,10.599999999999994,1186.2,G
31004_20130102_0000_00,3,True,False,True,0,1,0.0,181.29999999999995,2.5999999999999943,5.400000000000002,375.79999999999995,MULTI
31004_20130106_0000_00,4,True,False,True,0,1,0.0,236.5,2.6000000000000227,7.0,1198.8000000000002,MULTI
31004_20130105_0000_00,3,True,False,True,0,1,0.0,144.89999999999998,3.0,4.0,826.6999999999998,MULTI
31004_20130103_0000_00,2,True,False,True,0,1,0.0,163.0,3.5999999999999943,4.0,754.1000000000001,G+HE
31004_20130101_0000_00,1,True,False,False,0,0,0.0,1111.0,10.800000000000011,10.800000000000011,1111.0,G
31004_20130104_0000_00,2,True,False,True,0,0,16.600000000000023,304.70000000000005,1.1999999999999922,1.1999999999999922,288.1,G+HE
31004_20130110_0000_00,2,True,False,True,0,0,0.0,209.20000000000005,4.199999999999989,4.199999999999989,209.20000000000005,G+HE
31004_20130111_0000_00,2,False,False,True,0,0,766.7,1606.1,2.5999999999999943,2.5999999999999943,839.3999999999999,MULTI
31004_20130109_0000_00,3,True,False,True,0,1,0.0,272.79999999999995,2.0,5.799999999999983,1253.4,MULTI
31004_20130107_0000_00,2,True,False,True,0,1,0.0,190.0,2.8000000000000114,9.599999999999994,1077.1999999999998,G+HE
31004_20130108_0000_00,1,True,False,False,0,0,0.0,2475.6,8.399999999999977,8.399999999999977,2475.6,G
31004_20130113_0000_00,2,True,False,True,0,0,0.0,683.3,12.400000000000006,12.400000000000006,683.3,G+HE
31004_20130112_0000_00,2,True,False,True,0,0,0.0,191.0,6.599999999999994,6.599999999999994,191.0,G+HE
31004_20130115_0000_00,1,True,False,False,0,0,0.0,720.4000000000001,5.199999999999989,5.199999999999989,720.4000000000001,G
31004_20130117_0000_00,1,True,False,False,0,0,0.0,526.9000000000001,4.800000000000011,4.800000000000011,526.9000000000001,G
31004_20130116_0000_00,3,True,False,True,0,0,0.0,300.79999999999995,4.0,4.0,300.79999999999995,MULTI
31004_20130114_0000_00,1,True,False,False,0,0,0.0,1440.9,8.60000000000002,8.60000000000002,1440.9,G
31004_20130118_0000_00,1,True,False,False,0,0,0.0,574.4000000000001,8.200000000000015,8.200000000000015,574.4000000000001,G
31004_20130123_0000_00,3,True,False,True,0,1,0.0,412.79999999999995,3.5999999999999943,4.599999999999994,848.3000000000002,MULTI
31004_20130119_0000_00,2,True,False,True,0,1,0.0,142.5,1.0,1.8000000000000114,1335.1,G+HE
31004_20130120_0000_00,1,True,False,False,0,0,0.0,289.4,8.599999999999994,8.599999999999994,289.4,G
31004_20130121_0000_00,2,True,False,True,0,0,0.0,542.9000000000001,12.800000000000008,12.800000000000008,542.9000000000001,G+HE
31004_20130125_0000_00,2,True,False,True,0,1,0.0,172.89999999999998,5.799999999999983,8.0,943.3000000000002,G+HE
31004_20130122_0000_00,3,True,False,True,0,2,0.0,172.89999999999998,2.5999999999999943,3.1999999999999886,15.099999999999454,MULTI
31004_20130124_0000_00,2,True,False,True,0,1,0.0,72.10000000000002,1.200000000000017,9.599999999999994,1084.2,G+HE
31004_20130127_0000_00,1,True,False,False,0,0,0.0,1055.8,16.999999999999996,16.999999999999996,1055.8,G
31004_20130126_0000_00,1,True,False,False,0,0,0.0,1151.2,13.200000000000017,13.200000000000017,1151.2,G
31004_20130202_0000_00,1,True,False,False,0,0,0.0,246.79999999999995,4.599999999999994,4.599999999999994,246.79999999999995,G
31004_20130210_0000_00,1,False,False,True,0,0,2079.3,2155.5,0.8000000000000078,0.8000000000000078,76.19999999999982,HE
31004_20130128_0000_00,1,True,False,False,0,0,0.0,1462.6,6.0,6.0,1462.6,G
31004_20130205_0000_00,3,False,False,True,0,0,456.70000000000005,1436.0,8.0,8.0,979.3,MULTI
31004_20130208_0000_00,3,True,False,True,0,0,0.0,235.70000000000005,3.400000000000002,3.400000000000002,235.70000000000005,MULTI
31004_20130131_0000_00,1,False,False,True,0,0,420.79999999999995,732.3,2.2000000000000135,2.2000000000000135,311.5,HE
31004_20130129_0000_00,1,True,False,False,0,0,0.0,671.5999999999999,1.2000000000000135,1.2000000000000135,671.5999999999999,G
31004_20130207_0000_00,1,False,False,True,0,0,785.4000000000001,1879.3000000000002,7.200000000000017,7.200000000000017,1093.9,HE
31004_20130201_0000_00,1,True,False,False,0,0,0.0,272.5,6.0,6.0,272.5,G
31004_20130209_0000_00,2,True,False,True,0,1,0.0,172.5,3.2000000000000135,3.600000000000019,698.9999999999998,G+HE
31004_20130203_0000_00,1,True,False,False,0,0,0.0,460.70000000000005,8.199999999999989,8.199999999999989,460.70000000000005,G
31004_20130206_0000_00,2,True,False,True,0,1,0.0,107.10000000000002,1.0,15.800000000000011,1483.5,G+HE
31004_20130204_0000_00,1,True,False,False,0,0,0.0,1131.1,6.599999999999994,6.599999999999994,1131.1,G
31004_20130130_0000_00,2,True,False,True,0,0,0.0,365.29999999999995,1.0,1.0,365.29999999999995,G+HE
31004_20130214_0000_00,1,True,False,False,0,0,0.0,359.0999999999999,4.399999999999981,4.399999999999981,359.0999999999999,G
31004_20130216_0000_00,1,False,False,True,0,0,474.29999999999995,705.2,1.4000000000000021,1.4000000000000021,230.9000000000001,HE
31004_20130217_0000_00,1,True,False,False,0,0,0.0,73.60000000000002,0.4000000000000057,0.4000000000000057,73.60000000000002,G
31004_20130211_0000_00,1,True,False,False,0,0,0.0,312.70000000000005,1.0,1.0,312.70000000000005,G
31004_20130220_0000_00,1,True,False,False,0,0,0.0,312.4,3.399999999999981,3.399999999999981,312.4,G
31004_20130215_0000_00,1,False,True,False,0,0,38.60000000000002,183.0,2.5999999999999943,2.5999999999999943,144.39999999999998,E
31004_20130213_0000_00,1,False,False,True,0,0,918.5,1291.8,0.5999999999999943,0.5999999999999943,373.29999999999995,HE
31004_20130218_0000_00,2,True,False,True,0,0,0.0,729.4000000000001,1.4000000000000057,1.4000000000000057,729.4000000000001,G+HE
31004_20130212_0000_00,0,False,False,False,,,,,,,,NONE
31004_20130219_0000_00,3,True,False,True,0,0,0.0,518.0,5.400000000000006,5.400000000000006,518.0,MULTI
31004_20130221_0000_00,1,True,False,False,0,0,0.0,238.60000000000002,4.599999999999994,4.599999999999994,238.60000000000002,G
31004_20130224_0000_00,2,True,False,True,0,0,0.0,440.4000000000001,6.7999999999999865,6.7999999999999865,440.4000000000001,G+HE
31004_20130222_0000_00,0,False,False,False,,,,,,,,NONE
31004_20130223_0000_00,2,True,False,True,0,0,0.0,181.60000000000002,1.1999999999999886,1.1999999999999886,181.60000000000002,G+HE
31004_20130225_0000_00,1,False,True,False,0,0,246.79999999999995,700.5999999999999,1.4000000000000323,1.4000000000000323,453.79999999999995,E
31004_20130304_0000_00,3,True,False,True,0,0,8.600000000000023,183.79999999999995,1.7999999999999865,1.7999999999999865,175.19999999999993,MULTI
31004_20130301_0000_00,1,True,False,False,0,0,0.0,207.60000000000002,7.599999999999994,7.599999999999994,207.60000000000002,G
31004_20130302_0000_00,1,True,False,False,0,0,0.0,395.0,8.799999999999986,8.799999999999986,395.0,G
31004_20130226_0000_00,1,True,False,False,0,0,0.0,295.4,7.199999999999989,7.199999999999989,295.4,G
31004_20130303_0000_00,2,True,False,True,0,1,0.0,137.29999999999995,1.8000000000000114,2.2000000000000437,103.89999999999998,G+HE
31004_20130228_0000_00,1,False,False,True,0,0,357.20000000000005,706.4000000000001,0.4000000000000057,0.4000000000000057,349.20000000000005,HE
31004_20130227_0000_00,0,False,False,False,,,,,,,,NONE
31004_20130307_0000_00,2,False,False,True,0,0,1906.9,2628.3,1.4000000000000057,1.4000000000000057,721.4000000000001,MULTI
31004_20130305_0000_00,1,False,False,True,0,0,4380.6,4424.9,2.8000000000000114,2.8000000000000114,44.29999999999927,HE
31004_20130310_0000_00,2,True,False,True,0,0,0.0,246.79999999999995,3.5999999999999943,3.5999999999999943,246.79999999999995,G+HE
31004_20130306_0000_00,1,True,False,False,0,0,0.0,522.8,0.39999999999997726,0.39999999999997726,522.8,G
31004_20130308_0000_00,2,True,False,True,0,1,15.600000000000023,230.0,1.0,1.6000000000000227,1110.5,G+HE
31004_20130309_0000_00,4,True,False,True,0,1,0.0,72.70000000000005,0.8000000000000114,2.3999999999999773,725.0999999999999,MULTI
31004_20130311_0000_00,1,False,False,True,0,0,393.29999999999995,575.4000000000001,1.0,1.0,182.10000000000014,HE
31004_20130316_0000_00,1,True,False,False,0,0,0.0,258.0,4.400000000000006,4.400000000000006,258.0,G
31004_20130313_0000_00,2,False,False,True,0,0,2030.9,2066.4,0.8000000000000114,0.8000000000000114,35.5,MULTI
31004_20130312_0000_00,0,False,False,False,,,,,,,,NONE
31004_20130315_0000_00,2,True,False,True,0,1,0.0,330.4,1.4000000000000021,1.8000000000000114,6.899999999999636,G+HE
31004_20130314_0000_00,1,True,False,False,0,0,0.0,231.29999999999995,1.0,1.0,231.29999999999995,G
31004_20130319_0000_00,2,False,False,True,0,0,1435.0,1806.1999999999998,2.1999999999999886,2.1999999999999886,371.1999999999998,MULTI
31004_20130317_0000_00,3,True,False,True,0,0,0.0,203.0,2.0,2.0,203.0,MULTI
31004_20130318_0000_00,2,True,False,True,0,1,0.0,156.0,0.5999999999999943,2.4000000000000057,1090.1,G+HE
31004_20130321_0000_00,2,False,False,True,0,0,634.4000000000001,1762.6999999999998,3.200000000000017,3.200000000000017,1128.2999999999997,MULTI
31004_20130320_0000_00,2,True,False,True,0,0,0.0,154.89999999999998,6.0,6.0,154.89999999999998,G+HE
31004_20130322_0000_00,1,False,False,True,0,0,884.9000000000001,1368.1,4.400000000000006,4.400000000000006,483.1999999999998,HE
31004_20130323_0000_00,2,True,False,True,0,1,0.0,327.5,1.200000000000017,3.0,832.6000000000001,G+HE
31004_20130324_0000_00,3,True,False,True,0,1,0.0,309.0,2.199999999999992,3.0,763.0,MULTI
31004_20130331_0000_00,1,False,False,True,0,0,919.5999999999999,1919.4,1.4000000000000057,1.4000000000000057,999.8000000000002,HE
31004_20130404_0000_00,1,False,False,True,0,0,4570.8,4592.1,2.5999999999999943,2.5999999999999943,21.300000000000182,HE
31004_20130401_0000_00,0,False,False,False,,,,,,,,NONE
31004_20130402_0000_00,1,True,False,False,0,0,0.0,345.70000000000005,3.599999999999996,3.599999999999996,345.70000000000005,G
31004_20130407_0000_00,0,False,False,False,,,,,,,,NONE
31004_20130327_0000_00,1,True,False,False,0,0,0.0,164.20000000000005,0.8000000000000131,0.8000000000000131,164.20000000000005,G
31004_20130328_0000_00,1,True,False,False,0,0,0.0,199.60000000000002,3.2000000000000437,3.2000000000000437,199.60000000000002,G
31004_20130405_0000_00,1,False,False,True,0,0,4590.8,4966.3,0.4000000000000057,0.4000000000000057,375.5,HE
31004_20130326_0000_00,1,True,False,False,0,0,0.0,323.79999999999995,1.4000000000000323,1.4000000000000323,323.79999999999995,G
31004_20130403_0000_00,2,True,False,True,0,1,0.0,164.79999999999995,0.39999999999997726,1.3999999999999808,349.4000000000001,G+HE
31004_20130329_0000_00,1,False,False,True,0,0,4530.7,4649.6,2.5999999999999943,2.5999999999999943,118.90000000000055,HE
31004_20130330_0000_00,2,True,False,True,0,1,0.0,71.60000000000002,0.3999999999999755,0.5999999999999659,12.600000000000136,G+HE
31004_20130406_0000_00,1,True,False,False,0,0,0.0,145.5,2.2000000000000437,2.2000000000000437,145.5,G
31004_20130325_0000_00,4,True,False,True,0,0,0.0,191.39999999999998,3.199999999999994,3.199999999999994,191.39999999999998,MULTI
31004_20130416_0000_00,2,False,False,True,0,0,930.5,1284.5,3.4000000000000323,3.4000000000000323,354.0,MULTI
31004_20130410_0000_00,1,True,False,False,0,0,0.0,130.60000000000002,0.6000000000000227,0.6000000000000227,130.60000000000002,G
31004_20130411_0000_00,3,True,False,True,0,2,0.0,89.60000000000002,0.8000000000000114,1.0,524.7000000000003,MULTI
